,SubjectID,Condition,Precision,Bias,Sessions,Alphasamples,Betasamples
31,sub_0058,Extero,9.912,-0.57,1,"[-1.49455078 -1.05839526 -0.23894574  0.51666142 -0.36147789 -0.82676588
 -1.72131245 -0.92890545 -0.51536263 -2.80368319  0.06201049 -0.4483276
  0.17152443 -1.51972693 -1.78411079 -1.88573301 -0.57883909 -2.73024224
 -1.56045973 -0.53651186 -1.40132329  0.15912628  0.25091914 -1.36307023
 -0.73398001 -0.80551808 -2.84316071 -2.57848636 -2.61223046 -2.71020411
 -2.47472299  0.53439719  0.03979827  0.01299496 -2.01656489  0.55501288
 -0.1215551  -3.29576981 -2.1868951  -1.88757617]","[12.34887178 10.02373094  6.7165316   7.41157259 10.71783776  9.89901187
  8.52514521 11.00269617  7.39565778  9.07345358 12.50415942 13.17246188
 10.51826967 10.07602573  8.65963573  8.40475383  8.75220538 12.19014556
  7.8899827   9.18669188 11.6763495   6.8442387   9.10644181  7.82455971
  6.55998298  9.74999827 12.47741257 12.32357349 12.69975306 10.70968976
 10.16619145 10.38342276 11.01771864 10.31997328 13.3289789   8.94470288
 11.26999988  9.36414027 11.17630139 10.99600361]"
32,sub_0059,Extero,2.978,3.427,1,"[3.34523391 3.54228168 5.12134343 1.91424687 2.21695288 2.4342872
 3.24554372 3.23104201 3.73571626 2.2688918  2.13585913 1.83053871
 1.91132096 1.97246584 1.82046067 2.12810409 2.27177765 1.17099123
 2.33066676 2.00005414 3.4676818  3.43338362 2.96406345 3.63847082
 3.24079483 4.17720962 4.06533249 3.37141018 2.78649713 2.17757419
 2.58054172 4.36891396 3.88442323 3.72221884 3.49060674 3.46600648
 3.23533257 3.68118368 3.30746057 3.69707557]","[2.52447685 2.08319937 3.27880569 2.20494361 2.36764013 2.37384157
 2.3103735  3.69762562 1.71044103 3.33799245 3.46788921 4.93671294
 3.87720184 3.22656981 3.19375717 3.78781674 5.2990092  5.8428726
 3.86195981 4.49870565 2.29366405 2.34932099 2.35187772 2.81589351
 2.85689882 2.49866396 2.64947748 2.21371951 2.5710847  3.0080283
 3.82286819 2.59004094 1.80033085 2.49074681 2.74537672 3.42035638
 2.42975667 2.86189039 2.60299726 2.81776689]"
33,sub_0060,Extero,4.149,3.793,1,"[4.18201071 4.05870419 4.76156712 4.91271932 3.72417367 4.74861362
 4.62004026 4.53673943 3.96021613 3.82964533 3.16111589 3.68517442
 3.23727399 5.72827164 4.28342791 5.23147896 3.40297325 3.52761421
 3.33312082 2.31131884 3.16608233 4.48255612 2.8814899  3.33827503
 4.04687539 3.05244063 3.40072399 4.61970522 3.59757635 3.80045599
 2.25493899 3.47931342 3.99585246 4.39870227 4.13055095 3.60573795
 5.72208681 4.39472196 4.21346904 5.46034439]","[3.8058602  4.77988414 4.52941427 4.30343214 2.2029971  1.97096253
 2.15690845 2.31464845 2.81677175 3.39339175 4.25612346 3.598884
 4.20361366 3.15234762 2.32791605 4.08609728 3.65170529 5.0081172
 4.06156277 4.64587395 4.04184928 3.50994241 3.4967815  5.80362776
 6.72915394 4.77434148 3.45587338 3.7632706  4.26803681 4.39063565
 5.17935376 3.66708558 3.35902532 2.61291843 2.61705501 3.18811739
 3.74036386 2.98834954 3.13107165 3.33504687]"
34,sub_0061,Extero,6.272,-5.711,1,"[-8.97145331 -7.71371779 -8.16955169 -8.67037645 -8.13329398 -7.22508429
 -7.2318846  -5.32251452 -4.1570339  -4.32089728 -7.29958236 -6.35447817
 -6.45884729 -5.19568389 -6.87459748 -7.10394314 -7.31008756 -5.13079436
 -6.10888508 -8.52371671 -5.63655431 -9.14636085 -8.13709128 -6.01684853
 -6.88636851 -4.54551102 -7.8038871  -3.58487645 -7.17511788 -7.93298943
 -4.32446398 -3.89986533 -5.34386665 -4.97342099 -7.68858288 -2.59714112
 -9.02414945 -5.78879427 -5.0816598  -7.08847333]","[6.82731451 5.53449724 5.36116023 5.18990395 5.46767296 6.7480298
 7.54544291 6.67788604 4.39909781 4.63168989 5.64793777 4.99228475
 4.90452654 4.72827913 6.02908182 6.16273458 5.83576877 5.79786243
 5.77319286 7.5384775  6.33106354 7.45133739 4.59100295 6.06143444
 6.9678741  5.48713952 7.4533798  5.65530429 8.27651052 7.55133681
 7.91333668 7.1860158  5.46728532 5.42837449 6.69917586 4.79683196
 7.46626428 6.99243223 6.53475392 5.43582873]"
35,sub_0062,Extero,2.3,2.599,1,"[3.80614457 3.83093259 4.01853014 3.91054751 2.88527654 1.62080924
 2.79319231 4.03002363 3.71388428 3.63005576 1.49225787 1.68312613
 1.68312613 1.7482852  2.56756165 2.75874257 2.26921476 2.30342167
 2.95039014 3.00864019 2.22180397 3.33005876 3.02994446 3.54574849
 3.12185512 2.675432   3.07121325 3.13126991 1.42830515 1.88968054
 4.16017643 4.00659306 1.82218116 1.62633233 2.50597695 2.70095097
 2.51657228 2.51657228 2.52943973 2.96012055]","[5.58787351 5.74000909 5.58458705 5.27629853 4.59189557 1.39291339
 2.18584052 2.01784311 2.09293147 2.33787959 5.83874558 5.77522298
 5.77522298 1.97772251 1.96548661 1.16845735 2.27515322 2.18552025
 1.54917124 1.60658178 2.40092018 1.50640704 2.9733783  3.01624543
 2.71006297 3.26207103 1.37532741 3.7444996  1.95687648 1.26303217
 4.61805494 2.69670343 2.09051155 2.93936061 2.21060164 3.93044488
 2.83733322 2.83733322 1.40425971 1.50032135]"
36,sub_0063,Extero,19.231,1.109,1,"[-1.71776268  5.12456246  6.05396378  3.60433211  4.83639961  6.3284451
 -2.14754538 -0.74361961  4.138753    0.5763561   2.25232384  3.60999161
  3.81332371  3.88629461  3.80442841  3.68900723  1.56544106 -0.9036708
  0.30993852  0.21428728  2.65739955  1.7307051  -1.83056639 -2.57056971
  3.76014356  7.17640034  3.95950766 -1.49626821 -1.30994041  1.16201073
  0.21785509  1.37689523  0.89684481  1.12576153  1.55230146  4.7076361
 -1.99893442  1.05512551  0.68360317 -0.9030029 ]","[13.79708232 20.62108224 21.85923572 28.19921083 19.03178259 19.766643
 11.36188255 12.7102045  19.45097428 20.23710547 19.56979969 19.39032541
 21.04671247 21.41615094 21.19806821 22.44757166 33.20308997 11.36003662
 12.9905536  13.1440908  20.29894347 25.53248912 20.36222356 17.91013355
 20.74193955 25.80081674 20.27518876 19.47834793 25.08608789 22.47675938
 16.5747742  17.73134095 15.65802459 15.90895335 22.83478299 16.99299034
 17.67719768 13.96490356 13.19143877 23.63647433]"
37,sub_0064,Extero,7.226,-0.437,1,"[ 0.21645427 -0.55637257 -0.25845636 -0.12941359 -3.27746746  0.0706773
  0.83812428  0.76353645 -0.60350978 -2.34635526 -1.6713045  -2.33463103
 -0.36507346  0.42587108  1.04599272  0.02003052 -0.00368974  1.69326769
  1.84847741 -0.5642914   0.16149381  1.49716348 -2.94872333 -2.94872333
 -1.08203583 -1.66398379 -1.58821487  0.29726762  0.90108173  2.55903793
  1.37976621  1.22604324 -1.32250937 -1.21941769  1.8106376   1.52792224
  0.83504267 -0.90229416  0.87080382 -0.75817887]","[7.01885685 5.4414928  6.36633901 8.14645611 5.26482486 5.65777008
 5.26354071 5.76929296 6.61248048 6.8045802  5.62763037 5.85290312
 5.93539343 8.21419456 6.87482823 8.62266681 8.47392985 5.81638352
 5.20318846 9.32999669 6.0761765  5.98174364 4.9645599  4.9645599
 7.37409433 5.63670952 5.5813126  8.85717202 8.53664763 8.82318737
 7.59421289 7.79445618 7.05859098 6.15345845 9.88548731 9.94918337
 7.37389056 6.3651095  8.00748999 9.14675361]"
38,sub_0065,Extero,9.544,-0.912,1,"[-3.9897219  -0.4362651  -0.31452492 -1.9551307  -0.3524054  -0.50077063
 -3.65331884 -0.95247321  0.02951703 -2.34758459 -2.04136295 -2.04136295
  0.2310332   0.31048003 -0.44463549 -2.84403625  2.06888394  0.43734869
 -0.12491171 -0.32965998  3.0343518   0.89288794  0.85766999 -4.93764593
 -5.53228296 -4.89134776  1.44438699 -1.1619668  -0.25520602 -2.83955371
 -0.56865713 -1.9283998  -1.75789118  1.10720553  0.73588528  0.44735688
 -0.6877911  -0.73785853  0.21604865 -0.23134278]","[ 9.32248838  9.05881858  7.76040108  9.64083339  7.7681075  12.10224952
 10.49851874  7.92610967  9.15263223  9.10137318  6.42442316  6.42442316
 14.18360657 12.62198909 13.64755904  9.59147812  7.23242815  5.67777023
  7.41927599  9.34795148  9.37719379 11.12589497 10.09665384 10.16970561
  9.32988167  9.86579713 11.17692274  7.41022589  7.26939556  7.68914813
  8.50328253  8.94033197  8.44198774  5.18056181  5.56294697  8.10158074
  7.47842318  7.23977198  9.99436787 10.53180607]"
39,sub_0066,Extero,5.77,0.444,1,"[-0.60222209 -0.19323148 -2.05650148  3.20371219  0.21261112  2.95293417
  2.16324662  4.02743106  2.32325894  3.71063241 -0.27161806 -1.00114553
  0.69304227  0.47433609 -0.1855897   1.9813187   0.79263393  0.30547452
 -0.81219016 -1.14720722  1.56553823  3.18820079 -0.21610266  1.46234067
  1.24236413 -0.86877604 -0.992641   -1.86314263 -2.00482045  3.141506
 -1.36751885  0.58223971  1.62739916 -2.54557528 -2.17333575 -2.32147799
  0.95262309 -1.55143429 -1.17067515  0.94366097]","[4.81333833 4.5612123  4.23809246 6.93765761 5.91176835 6.42704586
 9.29345419 5.30511102 5.52671063 7.68382769 3.66711401 5.13670812
 5.10239358 5.73845251 5.60995264 5.11182984 4.51606216 4.52965024
 6.03424298 5.02704899 6.15032235 5.59450024 6.2261175  5.98408475
 5.85872249 5.94234602 5.88314735 4.35656493 4.10959591 6.6084161
 6.75462747 4.76294827 5.12227296 4.86137055 5.01980118 3.77985425
 4.60621928 4.2466686  3.89363025 6.10375815]"
40,sub_0068,Extero,5.827,6.283,1,"[ 4.8120757   6.09194547  7.23813035  8.01354243  5.60837363  8.76971317
  4.84821988  7.01124034  5.21288955  4.99802138  8.7273814   8.62889231
  5.79107517  5.74672549  6.43198347  3.61121172  3.3578294   6.69901759
  5.66903185  5.69824368  7.04999984  6.08443538  6.09602434  5.64116086
  5.34598506  7.21806212  7.43597586  7.86464123 10.94833325  8.73834902
  5.95957763  4.51240886  4.46400571  7.50360269  7.98957631  7.41869598
  7.65444234  7.86709865  5.33721054  5.01665156]","[ 5.53576627  5.06591567  6.72066139  5.18060463  5.73667054  5.80252274
  6.9489292   3.79649425  4.21333206  4.81992242  6.31449092  6.1595951
  5.88242649  5.16527605  9.31791825  6.15120651  5.84635031  4.36822999
  7.30395214  5.23379467  5.53499332  5.08585235  3.9990303   3.9804463
  5.69627452  5.60487801  5.47974611  7.30887878  5.54286756 10.69696428
  9.65820354  4.4647639   7.59988047  4.08593401  5.81692837  6.84940926
  6.22951667  5.78726513  5.12331525  5.76925001]"
41,sub_0070,Extero,11.246,3.269,1,"[4.14028194 1.05952869 3.28420844 5.50400525 2.12097541 3.83650519
 2.63479498 4.83981492 2.81339353 1.51517355 2.68354948 3.44107616
 2.91283286 4.54093411 5.19292262 4.12335479 3.9604869  1.33426559
 2.37825639 0.1344341  3.47646521 3.43492417 2.39145122 3.40817222
 3.18409939 4.60537537 4.74068819 8.07428801 8.2133484  8.43476583
 1.67600621 2.83318728 3.39085909 3.27042526 2.90006746 4.00200679
 6.07919914 5.65746442 6.05085192 7.04140986]","[ 9.84618679 16.46376348  9.43580484  9.87754784 14.54452078  8.8321427
 11.4376228  13.74575537 13.38158649 14.65898145 13.30475171  8.93225569
 10.6660473  12.82526971 13.33384485 13.01549575 14.09913234 10.48265658
 15.05711112 11.53417838  6.78304004  6.78008167  6.23446786 18.43027297
 19.17871752 22.45041416 22.33704789 17.96763319 15.70639879 18.70684486
  6.89971286 10.60892236 16.38214886 15.05526409 10.2826416  10.91717306
 10.1645801  11.05814703 17.48612715 15.45078582]"
42,sub_0071,Extero,9.5,-0.487,1,"[-2.85989514  0.98598504  0.87818937 -0.38691269  0.83975659 -2.17470732
  0.06462706  0.71768998  1.42428205 -1.3592754   0.33672497  0.39424112
  1.70420272 -3.20676376  0.95777317 -0.8403267  -3.6883254  -3.84919394
 -3.84387236  1.16697075 -0.16562907 -0.13033022 -1.1992741  -2.84161231
 -0.16907556  1.29794529  1.76928775 -1.73299297  0.25150876 -1.02456312
 -1.40641479 -0.98113185 -0.35423827 -1.73458174 -0.19943661  2.18328531
  2.08342635 -1.22681314 -1.38926266 -1.50928929]","[11.16487678  7.80700517  7.81725021 11.2166422   8.34336934  8.83995744
  9.9487654  11.99712969 12.04381412  9.65735743 11.64954207 11.13277634
 10.2500418   9.09714882  9.12619837  9.78316572 10.51432465 10.27221593
  9.88386853  9.29311961  8.55666054  7.67584005  7.87046599  8.90155436
 11.74894661 10.17660716  9.76611809 10.55166069 10.13349994 11.67331499
 10.57122492 10.46497324  8.3936366   9.80196371  7.97100653 10.93835504
 11.08489155  9.2363764  11.26509655  6.13826336]"
43,sub_0072,Extero,7.978,2.077,1,"[ 2.71334828  1.05109229  2.57810545  2.6686151   2.56188254  2.59752418
  0.69698079  3.1069095   2.01386673  2.2013731   0.3912032  -0.07514611
  3.01409413  1.64938252  2.11134937 -1.72637273  0.27797873  0.70316047
  1.63327759  3.79727207  1.61708902  1.46521839  5.82976973  3.07641982
  3.18804143  2.19518638  2.49823594  3.26805549  2.53181037  2.22196527
  1.13289076  2.22424153  0.57054532  1.62003234 -0.19523102  3.817989
  1.25514045  1.25651116  2.16984977 -0.69754574]","[ 6.07480053  9.40824078  6.71291713  9.2325769   9.37041723  9.95697059
  8.95814574  8.0601823   6.68734546  6.81721476  7.52762318  7.53434501
  9.46249847  6.99100696  8.24455705  9.75753418  7.05355351  6.18599877
  6.24135248  6.21475051 10.09002603  9.80161836  6.92514083  8.90620967
 11.92398217  4.53991324  4.4304432   4.52184017  6.64453907  6.34812823
 10.00340602  7.92067042  9.58355639  8.93042886  9.39611269  6.45764698
  6.927992    7.88474505  7.84423604  9.00549837]"
44,sub_0073,Extero,6.673,-1.572,1,"[ 0.21460092 -1.96238844 -1.86960273 -3.32129093 -1.55573737 -1.99557189
 -2.5065062  -0.5157128  -2.15608538 -1.69180341 -0.29034936 -0.34150983
 -2.33098691 -4.5565596  -3.83935814 -0.74200682 -1.60369045 -1.67943409
 -3.04877013 -0.8420084  -5.57448727 -2.3990917  -0.75499476 -0.76684135
 -1.62437228 -4.29707572 -4.29707572 -4.64530176 -2.36946834 -0.87645897
 -4.0973423  -1.18403305 -2.8960945  -1.96167615 -0.73654416 -1.1773222
  1.7670809  -0.61285723 -1.56487433 -0.11412865]","[ 7.42820587  5.73747065  6.85953345  5.83878002  6.37226576  5.59027312
  6.00207423  5.58778299  7.48522421  6.8447909   4.70042231  5.88877905
  7.28419947  7.04113313  4.6716431   5.15714537  6.01872055  7.07146546
  6.66197558  5.34866826  7.94920567  8.09658461  4.54764053  4.67938719
  5.89587954  5.77184336  5.77184336  7.70072775 10.23259003  5.80077134
  8.2136901   7.13474405  8.23560383  6.66231049  7.65097612  6.25659027
  6.77646025  7.02677993  5.15388753  4.9812462 ]"
45,sub_0074,Extero,4.377,0.243,1,"[-9.67649466e-01  1.80374326e+00  5.47765135e-01  9.72387390e-01
  1.53975877e+00 -9.20189237e-01 -1.02763368e+00 -1.84878797e+00
 -1.25055636e+00  1.52335099e-02 -2.90673206e-01  5.18282903e-01
  5.21732544e-01  1.07803629e-01 -7.66113142e-01  3.39951086e-01
  4.80563475e-02 -1.49263912e+00  1.68071230e+00 -1.28198067e+00
  6.69738314e-01 -5.57814721e-01  1.51716293e+00  1.29444699e-01
  4.48501399e-01  8.13931567e-01  1.94849257e+00 -5.40756479e-01
 -1.47850692e+00 -1.54923073e-01  2.28889899e-01  1.05226057e-01
 -2.35702802e-03  8.91770920e-01  8.27779661e-01  4.78401196e+00
  2.99073171e+00  4.32744027e+00  2.29451922e+00 -1.43241736e+00]","[6.23413513 3.2019887  2.57776172 2.53986518 3.1158187  7.06815781
 7.6185879  5.13567796 4.90805399 5.89032744 4.43024727 3.85103452
 4.02745272 3.70456233 4.4561963  3.17681436 6.31585095 3.18541012
 3.99012111 4.35574787 3.24099049 4.50888778 4.52296585 4.43152373
 5.85020577 4.66382139 5.30312311 4.31026727 3.86849203 3.63292936
 4.57881597 3.87377292 4.04286453 4.01707108 8.11893774 6.01598093
 5.21383868 5.67254102 5.87115185 3.47198841]"
46,sub_0075,Extero,5.416,1.782,1,"[ 2.18122225  1.65395013  1.27731156  1.25949772  1.18515009 -0.10801649
  1.26903831  1.51714963  1.45699594  1.18343024  1.38499708 -0.21391771
  1.19105729  1.14774872  3.24381893  2.90953904  2.88159341 -0.19049787
  0.97105299  0.55738499  0.35649877  0.35649877  0.35649877  1.3222433
  0.85925739  1.00554006  1.00554006  0.50236507  1.41026289  0.38291584
  3.33774198  2.41083927  1.92287748  3.0047413   2.30962776  0.94809973
  1.09954729  3.00596762  1.73621849  3.65750473]","[6.87541276 3.0240403  3.0173382  3.09682948 3.2976802  4.00704399
 6.41512405 6.53753208 8.98634851 3.72334161 3.20038042 3.34275433
 5.58246408 4.20890842 5.56962997 8.02945602 6.74192905 2.99597299
 3.06373854 5.47086741 2.53747609 2.53747609 2.53747609 2.63907518
 4.11450811 3.41088745 3.41088745 3.91076896 5.48811853 5.38454455
 7.09692283 5.94528615 5.41483183 6.15902904 4.73634122 3.22139319
 3.68128234 7.11398379 4.20285581 5.81765028]"
47,sub_0076,Extero,10.111,2.908,1,"[ 1.87203146  6.36540577  6.36540577  5.23564124  2.6756321   3.11141471
  2.38257373  1.06442166 -0.92581664 -0.38368408  2.67204994  3.05711598
  0.67650062  1.33756471  3.70549674  2.30509702  4.89041988  4.7393894
  1.30861056  1.98812761  4.13661915  1.48460773  1.25045981  0.98284155
  3.87369835  3.92992775  3.92992775  3.62600217  6.1673284   4.48104428
  4.18136427  3.8017888   3.52357544  1.17870218 -0.12589005  6.78201465
  4.42450565 -0.22981645 -1.65122758  4.51112132]","[ 7.23099533 11.0592759  11.0592759  12.23818047 10.88184025 11.10482521
 10.15745547  8.29822106 11.28039497 11.04434092  9.21640269 10.44786426
 10.35126995 10.35524717  8.78210402 10.91241862  9.76507391 10.04995585
 10.71585845 12.76212839  9.81395692 12.67940097 10.956208   10.79444345
  8.34365181  8.49971127  8.49971127  8.58598198 11.82135792 10.66016969
  9.88584974  8.43717888 13.80812471 15.62370988 13.94918753 11.24895014
  7.50045799  9.28051746  7.49900045  7.78381573]"
48,sub_0077,Extero,6.803,1.15,1,"[ 3.46803107  0.19300586  0.92401573  1.81233254  2.08419471  1.44852326
  2.61750962  2.15941164  0.51446508 -1.13623204  1.74835936  1.51863802
  0.41114713 -0.90115065 -0.14445652  1.96626718  1.88161841  0.99506647
  2.16035287  3.20091615 -1.43051545 -1.89181865 -0.09469273 -3.71716306
 -2.83956157  0.57586157  1.03701933  2.78069652  0.15697899  2.06233475
  0.73408129  1.77032946  0.72778925  1.85944811  1.79447723  2.72378463
  1.82883289  2.17961052  2.04573663  1.44772218]","[ 6.42304908  4.87651675  6.50051837  7.30534824  6.45285187  6.70873738
  7.04045378  5.54092256  7.42196595  7.29404899  7.18904952  5.33154287
  5.26254509  6.3915999   6.44694179  7.44056703  7.31246027  8.72309488
  4.99330342  6.58356081  8.70810386  7.43186454 10.6035583   6.51337291
  6.91929588  7.61233032  5.98679404  5.58165558  7.85709114  8.98210682
  4.54069884  8.69089783  5.24784526  8.72697141  7.14104875  6.69569683
  6.01224039  6.10499863  4.55880459  5.97701021]"
49,sub_0079,Extero,10.814,0.901,1,"[-0.46087568 -2.78741757  3.90617139  2.27975596  2.67134395 -1.06009702
  0.28452442  0.95503316  0.22427819  0.36366375  0.10646135  3.4309493
  1.67931423  2.58521023  1.04508391  2.28521233  3.34226368 -2.20934157
 -1.18237665  2.80411933  2.63441828  4.67313127  3.63217406 -0.35040177
 -0.84270797 -1.15480323  0.37028952  1.41594231  1.74653175  2.24792545
 -0.67240558  1.95159129  0.02044293  0.54366679  0.88191552  0.24424091
  1.76132261  0.50016155 -0.84391194 -0.54331079]","[10.69480634  9.98246386  8.63185959 11.28284014  8.91808055  9.98167042
  8.7797177  11.61815952  9.27946459 10.71072402 17.69761226 15.02028692
 13.42375461 10.04914209 10.12582423 10.35480216 10.125393    8.32916569
 10.76586129  9.43840334 11.78002709 10.35974701  9.94524656 10.45658365
  7.7993504  12.22799145 15.28020223  8.28306172  8.31962056  9.46215221
 10.61288908 10.48354738  8.95807906 10.80539538  9.6017192   8.94863852
 10.06946646 10.11254168  7.5849168   7.76005188]"
50,sub_0080,Extero,10.158,0.651,1,"[-0.18647118 -3.90404551 -4.15285137 -4.19802991 -2.52349035  1.79175608
  0.8279726   0.3893691   0.06593041 -1.13870077  3.81893656  0.76153033
 -2.58739404  0.21168962 -0.15081643 -6.25773351 -0.63966672  0.78716691
  0.08823481  2.19415978 -0.63015957 -0.52522069  0.91516314  1.57651063
  2.21938668 -0.13281992 -2.37597215 -0.22428171  1.85732062 -0.19023505
 -0.13577393  1.196082    0.54726344 -2.60110819 -4.31256299 -1.17432608
  2.35974309  2.82865993  1.6478073   0.55168513]","[15.28945539 14.05407936 13.36380526 13.92531497 14.27749407  9.34986315
 11.57134014  7.6221644   7.13142154  6.91382263  8.89389403 15.19560629
 11.00479522 10.32873946 12.08932269 18.12667418 10.2038503  11.73929436
 13.29239993 13.06839529 11.86864576 13.16352677  8.14428159 10.96713288
  7.52666502  7.62631546 17.27622898  7.48587977 12.68631594  8.46660276
 14.11739377  7.91116787 10.71619447 13.3847945  13.84298837 10.0603893
 10.63246294 10.63978632 10.51083129 11.29479291]"
51,sub_0081,Extero,9.357,-3.143,1,"[-5.39856117 -5.52675965 -0.43983252 -1.55193664 -7.95188313 -6.74829965
 -6.25799023 -6.74215481 -6.02048394 -5.68565984 -2.98451133 -1.51651184
 -1.61336548 -2.56897225 -2.10229167 -2.39805188 -5.32768812 -5.31447905
 -2.49808643 -2.77765545 -0.18623667 -2.17851699 -2.3652444  -3.79760421
 -3.63433095 -2.55362846 -2.67037714 -2.67174945 -1.61538947 -4.54856221
 -2.63628288 -3.43745591 -3.43745591 -1.55295055 -1.6971554  -5.27883786
 -3.48234297 -0.95011345 -5.41436464 -5.33363798]","[ 7.5829225   7.87330853  7.92227309  6.66164545 13.29981158 15.07364395
 14.23530396 14.13233083 17.63491283  9.60246665 11.69205767  7.53284989
  7.47338877  7.2823237   8.1474148  12.73626791  6.29852655  5.88061258
  9.21737886  6.91425917 12.39086477 10.35683496 10.33551373  7.65762035
  7.90866093  8.79152569 12.62674465 13.27969669  8.47341285  6.71287652
  8.18066614  9.17482108  9.17482108  6.93737668  7.79299008  6.27635228
  6.47131288  9.45376486  7.7241547   8.85480661]"
52,sub_0082,Extero,10.823,4.992,1,"[3.51895168 3.36756678 5.26426354 5.17518856 5.25604472 4.80743264
 4.56555641 6.73552855 3.29425555 5.04021055 5.90796393 7.59065096
 4.84864361 3.72306412 6.19388686 1.802249   6.75016824 6.94374071
 2.2150457  2.20727067 2.93241018 4.95531107 6.47892889 4.06910698
 4.09460897 2.49756581 4.1358081  4.94898078 2.78316585 5.61088922
 2.04048814 4.76944699 6.5584827  7.45144781 4.83729848 5.94736974
 7.43354068 6.46983606 6.47182004 6.34060048]","[ 9.08583888 10.04822847 11.26067974 11.50446951  9.16081364  9.87888756
  9.77830632 10.89450934  8.59595682  8.77336222 14.3871179  15.46391662
 16.76409222  9.16007629  7.74623518 15.24121382 10.11606272 10.05625017
 10.92648571 10.55148835  8.70039177  9.15024406  9.58627701 14.05177993
 13.82273987  8.66728595 11.75293867 10.81439505 11.11759861 10.91094005
 15.11085181 10.77588847 10.46837182 10.47948229  9.98376138 11.18315404
  7.65603673 11.50325587 11.29746337 11.85223354]"
53,sub_0083,Extero,11.082,3.762,1,"[ 6.29449714  1.32330716  2.43554598  2.8756553   4.53534963  4.88964051
  6.59094115  4.83535939  8.00709084  6.15257658 -0.52786991 -0.65378441
  2.57143777  4.39360565  3.96202229  6.45237596  4.88802069  2.10132694
  4.7419211   2.61515081  5.70021199  2.03954368  4.40625962  2.49997351
  1.75868946  1.46828171  0.80175627  6.00954621  7.10967934  5.64911658
  4.64685064  1.31183044  5.54418162 -0.19826057  5.64417393  2.96575672
  4.3437418   2.22538797  6.22203917  1.8841017 ]","[ 9.71338464 11.72962861 14.41700186  7.62234476 13.3583374  12.59979522
 13.06433882 13.08155452 13.00553294 14.03082215 11.32308413  9.19944019
 11.87678106 12.31943634  8.11410727 10.94281896 10.06098941 11.62086952
 11.50933647  9.04735269 12.97470779 15.59251848 13.90480208 10.89264936
 10.95479194 10.36736091 10.78002744  9.18964427 10.8464163  12.21311872
 14.22947255  8.60149717 16.99331223  8.32202422  9.74362124  9.2767728
  8.33971927  9.71202422 10.09641793 13.69184414]"
54,sub_0085,Extero,5.807,4.02,1,"[5.78056756 5.85876917 5.76985997 4.87363035 4.34314332 2.41973188
 3.92374699 3.92374699 4.00651507 3.13109935 4.35209895 2.89764473
 4.56157592 4.50149825 3.75836539 3.06201519 3.82456089 2.85126361
 2.76055613 3.27767519 2.16729296 3.16472806 3.96304774 3.83229911
 3.68771344 3.43495181 5.75025679 7.11992686 5.76535107 4.62786009
 4.5004312  6.01912217 5.69591698 1.675716   3.62320801 2.21174557
 4.65721002 4.27859765 5.58752476 3.53883438]","[5.04519886 8.73486631 5.83733672 5.84787504 7.41789756 4.90728313
 4.02023003 4.02023003 3.96367376 3.81134428 6.58658265 5.78569857
 5.31291531 4.21128092 4.75536155 5.27059412 4.89021179 3.93579495
 3.93118966 4.4852731  4.8455247  4.1809493  5.41199416 5.80147094
 3.0025331  5.93237536 8.18611635 7.42537846 6.66152134 5.03838495
 4.77473933 7.39231433 7.78690822 4.55323402 5.48705751 5.10073804
 6.21203793 5.14855459 5.66919514 4.99535731]"
55,sub_0087,Extero,5.34,4.963,1,"[5.19735827 4.94024935 5.9494765  3.6848958  6.09981836 5.39572605
 5.73379373 3.82464824 5.67145925 5.25744753 5.76932972 5.49894533
 5.44532674 5.28490035 6.47673446 5.81883026 5.81135855 3.82749372
 3.80701627 5.64958961 3.29488302 5.36023826 5.08524035 5.71675769
 4.45714456 5.06896005 4.51350326 4.8653877  4.08136203 5.19746477
 5.3649843  3.95012706 4.23441552 4.40791838 3.54150967 3.54150967
 4.48767689 5.00647562 4.60525059 5.32722528]","[4.45682481 5.52975802 5.64607632 4.53169319 5.11127731 5.73624596
 6.91879578 3.89824474 3.64941078 7.36661681 5.27849085 3.93388566
 4.40866876 8.21547499 8.15512808 6.29150095 6.0554213  4.5473992
 5.86866923 3.50470136 3.90409097 6.37046348 6.08628981 6.17634707
 3.25725899 3.87061786 4.6047897  3.82898569 5.4618738  3.70154181
 2.43507909 3.17024475 5.01336194 4.94747477 3.61801716 3.61801716
 3.64908618 4.32161465 4.21837383 7.32835955]"
